concept_id,Extended_ID,Compact_ID,Mini_ID,ICD10-Block,ICD10-Chapter,Ethiopia Extended Name,Ethiopia Compact Name,Ethiopia Mini Name,Discrepancy among Ethiopia Names,Stripped Name,Ethiopia Name: Harmonized,Final-Name,Changes made to name? Yes/No,Notes on Final Name,WHO_ID,Orginal ICD10 Match: WHO_ID,ICD10 Match: Stripped Name,Discrepancy between ICD10 Match,Final ICD-10 Map Type,Final ICD-10 Map,Reference Only: ICD-10 Name,Change made to ICD-10 Map (based on WHO_ID)? Yes/No,Notes on Final ICD-10 Map,SAME-AS CIEL Map (Optional),SAME-AS ICD-10-CM Mapping (Optional),Secondary Mapping to WHO ICD-10 (Optional),Additional FMOH Action Recommended,Recommended Action for FMOH,Consolidated Review History
276,276,259,,C50,Neoplasms,Kaposi sarcoma (Malignant neoplasm of breast),Kaposi sarcoma (Malignant neoplasm of breast),,No,Malignant neoplasm of breast,Kaposi sarcoma (Malignant neoplasm of breast),Malignant neoplasm of breast,Yes,Kept parenthetical text only as name applies to above row,1179,C50.-,C50.-,No,Same As,C50.9,"Malignant neoplasm: Breast, unspecified",Yes,"Mapped to C50.9 ""unspecified"" rather than to category header",,,,Yes,Confirm revised name,
277,277,260,104,C50,Neoplasms,"Malignant (Malignant neoplasm: Breast, unspecified)","Malignant (Malignant neoplasm: Breast, unspecified)","Malignant (Malignant neoplasm: Breast, unspecified)",No,"Malignant neoplasm: Breast, unspecified","Malignant (Malignant neoplasm: Breast, unspecified)","Malignant (Malignant neoplasm: Breast, unspecified)",No,,1188,C50.9,C50.9,No,Same As,C50.9,"Malignant neoplasm: Breast, unspecified",No,,,,,Yes,Recommend retiring as it is a duplicate of #276,"JP: Confirm recommendation to retire.

AK: Would retire one of them. If you are standardizing on including the unspecified text, then keep that one. (I prefer the clinical text without unspecified)."
278,278,261,,C51,Neoplasms,Malignant neoplasm of breast (Malignant neoplasm of cervix uteri),Malignant neoplasm of breast (Malignant neoplasm of cervix uteri),,No,Malignant neoplasm of cervix uteri,Malignant neoplasm of breast (Malignant neoplasm of cervix uteri),Malignant neoplasm of cervix uteri,Yes,Kept parenthetical text only as name applies to above row,1196,C53.-,C53.-,No,Same As,C53.9,"Malignant neoplasm: Cervix uteri, unspecified",Yes,Mapped to C53.9 rather than to category header,,,,No,,
279,279,262,105,C51,Neoplasms,"Malignant (Malignant neoplasm: Cervix uteri, unspecified)","Malignant (Malignant neoplasm: Cervix uteri, unspecified)","Malignant (Malignant neoplasm: Cervix uteri, unspecified)",No,"Malignant neoplasm: Cervix uteri, unspecified","Malignant (Malignant neoplasm: Cervix uteri, unspecified)","Malignant neoplasm: Cervix uteri, unspecified",Yes,Modified name for consistency with above names,1200,C53.9,C53.9,No,Same As,C53.9,"Malignant neoplasm: Cervix uteri, unspecified",No,,,,,Yes,Recommend retiring as it is a duplicate of #278,"JP: Confirm recommendation to retire.

AK: See 277. Yes."
280a,NEW,NEW,,C51,Neoplasms,,,,,,,Malignant neoplasm of exocervix,Yes,This diagnosis is the first half of #280 which contained 2 different diagnoses,,,,N/A,Same As,C53.1,Malignant neoplasm: Exocervix,Yes,This is the first half of #280 which contained 2 diagnoses,,,,Yes,"This is a new diagnosis that was created because #280 contained 2 different diagnoses: ""Malignant neoplasm: Exocervix (Malignant neoplasm: Endometrium)"". Confirm that new diagnosis should be added to Compact and Extended editions",
280b,280,263,,C51,Neoplasms,Malignant neoplasm: Exocervix (Malignant neoplasm: Endometrium),Malignant neoplasm: Exocervix (Malignant neoplasm: Endometrium),,No,Malignant neoplasm: Endometrium,Malignant neoplasm: Exocervix (Malignant neoplasm: Endometrium),Malignant neoplasm of endometrium,Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1203,C54.1,C54.1,No,Same As,C54.1,Malignant neoplasm: Endometrium,No,,,,,No,,
281,281,264,,C51,Neoplasms,Malignant neoplasm: Endometrium (Malignant neoplasm: Myometrium),Malignant neoplasm: Endometrium (Malignant neoplasm: Myometrium),,No,Malignant neoplasm: Myometrium,Malignant neoplasm: Endometrium (Malignant neoplasm: Myometrium),Malignant neoplasm of myometrium,Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1204,C54.2,C54.2,No,Same As,C54.2,Malignant neoplasm: Myometrium,No,,,,,No,,
282,282,265,,C51,Neoplasms,Malignant neoplasm: Myometrium (Malignant neoplasm of ovary),Malignant neoplasm: Myometrium (Malignant neoplasm of ovary),,No,Malignant neoplasm of ovary,Malignant neoplasm: Myometrium (Malignant neoplasm of ovary),Malignant neoplasm of ovary,Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1209,C56,C56,No,Same As,C56,Malignant neoplasm of ovary,No,,,,,No,,
283,283,266,,C51,Neoplasms,Malignant neoplasm of ovary (Malignant neoplasm of other and unspecified female genital organs),Malignant neoplasm of ovary (Malignant neoplasm of other and unspecified female genital organs),,No,Malignant neoplasm of other and unspecified female genital organs,Malignant neoplasm of ovary (Malignant neoplasm of other and unspecified female genital organs),Malignant neoplasm of other and unspecified female genital organs,Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1210,C57.-,C57.-,No,Same As,C57.9,"Malignant neoplasm: Female genital organ, unspecified",Yes,"Mapped to C57.9 ""unspecified"" rather than to category header",,,,No,,
284,284,267,,C60,Neoplasms,"Malignant neoplasm: Female genital organ, unspecified (Malignant neoplasm of prostate)","Malignant neoplasm: Female genital organ, unspecified (Malignant neoplasm of prostate)",,No,Malignant neoplasm of prostate,"Malignant neoplasm: Female genital organ, unspecified (Malignant neoplasm of prostate)",Malignant neoplasm of prostate,Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1226,C61,C61,No,Same As,C61,Malignant neoplasm of prostate,No,,,,,No,,
285,285,268,,C60,Neoplasms,"Malignant neoplasm of prostate (Malignant neoplasm: Testis, unspecified)","Malignant neoplasm of prostate (Malignant neoplasm: Testis, unspecified)",,No,"Malignant neoplasm: Testis, unspecified","Malignant neoplasm of prostate (Malignant neoplasm: Testis, unspecified)","Malignant neoplasm: Testis, unspecified",Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1230,C62.9,C62.9,No,Same As,C62.9,"Malignant neoplasm: Testis, unspecified",No,,,,,No,,
286,286,269,,C60,Neoplasms,"Malignant neoplasm: Testis, unspecified (Malignant neoplasm of other and unspecified male genital organs)","Malignant neoplasm: Testis, unspecified (Malignant neoplasm of other and unspecified male genital organs)",,No,Malignant neoplasm of other and unspecified male genital organs,"Malignant neoplasm: Testis, unspecified (Malignant neoplasm of other and unspecified male genital organs)",Malignant neoplasm of other and unspecified male genital organs,Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1231,C63.-,C63.-,No,Same As,C63.9,"Malignant neoplasm: Male genital organ, unspecified",Yes,"Mapped to C63.9 ""unspecified"" rather than to category header",,,,No,,
287,287,270,,C64,Neoplasms,"Malignant neoplasm: Male genital organ, unspecified (Malignant neoplasm: Urinary organ, unspecified)","Malignant neoplasm: Male genital organ, unspecified (Malignant neoplasm: Urinary organ, unspecified)",,No,"Malignant neoplasm: Urinary organ, unspecified","Malignant neoplasm: Male genital organ, unspecified (Malignant neoplasm: Urinary organ, unspecified)","Malignant neoplasm: Urinary organ, unspecified",Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1256,C68.9,C68.9,No,Same As,C68.9,"Malignant neoplasm: Urinary organ, unspecified",No,,,,,No,,
288,288,271,,C76,Neoplasms,"Malignant neoplasm: Urinary organ, unspecified (Malignant neoplasm of other and ill-defined sites)","Malignant neoplasm: Urinary organ, unspecified (Malignant neoplasm of other and ill-defined sites)",,No,Malignant neoplasm of other and ill-defined sites,"Malignant neoplasm: Urinary organ, unspecified (Malignant neoplasm of other and ill-defined sites)",Malignant neoplasm of other and ill-defined sites,Yes,Paranthetical statement removed because it is mismatched -- it applies to the next row,1305,C76.-,C76.-,No,Same As,C76.7,Malignant neoplasm of other and ill-defined sites: Other ill-defined sites,Yes,Mapped to .7 rather than category header,,,,No,,"JP: C76.7 ""other ill-defined sites"" exists, but there is no ""unspecified"" and use of C76.7 seems as if it would exclude it from being used to refer to C76.1-5. How should this be mapped?

AK: Since there is no defined site provided, I think C76.7 is acting like an unspecified so would use it.

JP: Resolved"
289,289,272,,C76,Neoplasms,Malignant Neoplasm (Secondary and unspecified malignant neoplasm of lymph nodes),Malignant Neoplasm (Secondary and unspecified malignant neoplasm of lymph nodes),,No,Secondary and unspecified malignant neoplasm of lymph nodes,Malignant Neoplasm (Secondary and unspecified malignant neoplasm of lymph nodes),Malignant Neoplasm (Secondary and unspecified malignant neoplasm of lymph nodes),No,,1314,C77.-,C77.-,No,Same As,C77.9,"Secondary and unspecified malignant neoplasm: Lymph node, unspecified",Yes,"Mapped to C77.9 ""unspecified"" rather than to category header",,,,No,,"DT: Possible duplicate code. Extended code ""289 Malignant Neoplasm (Secondary and unspecified malignant neoplasm of lymph nodes)"" and ""290 Secondary and unspecified malignant neoplasm of lymph nodes"" appear to match the same ICD-10 code ""C77.- Secondary and unspecified malignant neoplasm of lymph nodes"". The WHO ID associated to extended code 290 is ""C78.- Secondary malignant neoplasm of respiratory and digestive organ"", which does not appear to match the name of extended code 290. Please confirm if the name of 290 should be changed, or if this is a duplicate code.

FMOH: Not a duplicate; just name striped off . Hence, Ex_ID 290 should read ""Secondary malignant neoplasm of respiratory and digestive organs""

DT: No action needed

JP: Resolved"
290,290,273,,C76,Neoplasms,Secondary and unspecified malignant neoplasm of lymph nodes,Secondary and unspecified malignant neoplasm of lymph nodes,,No,Secondary malignant neoplasm of respiratory and digestive organs,Secondary and unspecified malignant neoplasm of lymph nodes,Secondary malignant neoplasm of respiratory and digestive organs,Yes,Name revised based on FMOH feedback to correctly match C78,1323,C78.-,C78.-,No,Same As,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs,Yes,"Mapped to C78.8 ""other and unspecified"" rather than to category header",,,,Yes,Ensure this change is incorporated into all NCoD editions,"DT: Possible duplicate code. Extended code ""289 Malignant Neoplasm (Secondary and unspecified malignant neoplasm of lymph nodes)"" and ""290 Secondary and unspecified malignant neoplasm of lymph nodes"" appear to match the same ICD-10 code ""C77.- Secondary and unspecified malignant neoplasm of lymph nodes"". The WHO ID associated to extended code 290 is ""C78.- Secondary malignant neoplasm of respiratory and digestive organ"", which does not appear to match the name of extended code 290. Please confirm if the name of 290 should be changed, or if this is a duplicate code.

FMOH: Not a duplicate; just name striped off . Hence, Ex_ID 290 should read ""Secondary malignant neoplasm of respiratory and digestive organs""

DT: Confirm with FMoH if they will update extended, compact, and mini code names to read ""Secondary malignant neoplasm of respiratory and digestive organs""

JP: Resolved"
291,291,274,,C76,Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of mediastinum),Malignant Neoplasm (Secondary malignant neoplasm of mediastinum),,No,Secondary malignant neoplasm of mediastinum,Malignant Neoplasm (Secondary malignant neoplasm of mediastinum),Malignant Neoplasm (Secondary malignant neoplasm of mediastinum),No,,1325,C78.1,C78.1,No,Same As,C78.1,Secondary malignant neoplasm of mediastinum,No,,,,,No,,
292,292,275,,C76,Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of retroperitoneum and peritoneum),Malignant Neoplasm (Secondary malignant neoplasm of retroperitoneum and peritoneum),,No,Secondary malignant neoplasm of retroperitoneum and peritoneum,Malignant Neoplasm (Secondary malignant neoplasm of retroperitoneum and peritoneum),Malignant Neoplasm (Secondary malignant neoplasm of retroperitoneum and peritoneum),No,,1330,C78.6,C78.6,No,Same As,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum,No,,,,,No,,
293,293,276,,C76,Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of liver and intrahepatic bile duct),Malignant Neoplasm (Secondary malignant neoplasm of liver and intrahepatic bile duct),,No,Secondary malignant neoplasm of liver and intrahepatic bile duct,Malignant Neoplasm (Secondary malignant neoplasm of liver and intrahepatic bile duct),Malignant Neoplasm (Secondary malignant neoplasm of liver and intrahepatic bile duct),No,,1331,C78.7,C78.7,No,Same As,C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct,No,,,,,No,,
294,294,277,,C76,Neoplasms,Secondary malignant neoplasm of kidney and renal pelvis,Secondary malignant neoplasm of kidney and renal pelvis,,No,Secondary malignant neoplasm of kidney and renal pelvis,Secondary malignant neoplasm of kidney and renal pelvis,Secondary malignant neoplasm of kidney and renal pelvis,No,,1334,C79.0,C79.0,No,Same As,C79.0,Secondary malignant neoplasm of kidney and renal pelvis,No,,,,,No,,
295,295,278,,C76,Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of skin),Malignant Neoplasm (Secondary malignant neoplasm of skin),,No,Secondary malignant neoplasm of skin,Malignant Neoplasm (Secondary malignant neoplasm of skin),Malignant Neoplasm (Secondary malignant neoplasm of skin),No,,1336,C79.2,C79.2,No,Same As,C79.2,Secondary malignant neoplasm of skin,No,,,,,No,,
296,296,279,,C76,Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of bone and bone marrow),Malignant Neoplasm (Secondary malignant neoplasm of bone and bone marrow),,No,Secondary malignant neoplasm of bone and bone marrow,Malignant Neoplasm (Secondary malignant neoplasm of bone and bone marrow),Malignant Neoplasm (Secondary malignant neoplasm of bone and bone marrow),No,,1339,C79.5,C79.5,No,Same As,C79.5,Secondary malignant neoplasm of bone and bone marrow,No,,,,,No,,
297,297,280,,C76,Neoplasms,Malignant Neoplasm (Secondary malignant neoplasm of ovary),Malignant Neoplasm (Secondary malignant neoplasm of ovary),,No,Secondary malignant neoplasm of ovary,Malignant Neoplasm (Secondary malignant neoplasm of ovary),Malignant Neoplasm (Secondary malignant neoplasm of ovary),No,,1340,C79.6,C79.6,No,Same As,C79.6,Secondary malignant neoplasm of ovary,No,,,,,No,,
298,298,281,,C76,Neoplasms,"Secondary malignant neoplasm, unspecified site","Secondary malignant neoplasm, unspecified site",,No,"Secondary malignant neoplasm, unspecified site","Secondary malignant neoplasm, unspecified site","Secondary malignant neoplasm, unspecified site",No,,1343,C79.9,C79.9,No,Same As,C79.9,"Secondary malignant neoplasm, unspecified site",No,,,,,No,,
299,299,282,106,C76,Neoplasms,"Malignant (Malignant neoplasm, without specification of site)","Malignant (Malignant neoplasm, without specification of site)","Malignant (Malignant neoplasm, without specification of site)",No,"Malignant neoplasm, without specification of site","Malignant (Malignant neoplasm, without specification of site)","Malignant (Malignant neoplasm, without specification of site)",No,,1344,C80.-,C80.-,No,Same As,C80.9,"Malignant neoplasm, unspecified",Yes,Mapped to C80.9 rather than to category header,,,,Yes,Recommend retiring this code as it is a duplicate of #301 (C80.9),"JP: Confirm recommendation to retire this code due to duplication.

AK: Yes retire"
300,300,283,107,C76,Neoplasms,"Malignant (Malignant neoplasm, primary site unknown, so stated)","Malignant (Malignant neoplasm, primary site unknown, so stated)","Malignant (Malignant neoplasm, primary site unknown, so stated)",No,"Malignant neoplasm, primary site unknown, so stated","Malignant (Malignant neoplasm, primary site unknown, so stated)","Malignant (Malignant neoplasm, primary site unknown, so stated)",No,,1345,C80.0,C80.0,No,Same As,C80.0,"Malignant neoplasm, primary site unknown, so stated",No,,,,,No,,
301,301,284,108,C76,Neoplasms,"Malignant (Malignant neoplasm, unspecified)","Malignant (Malignant neoplasm, unspecified)","Malignant (Malignant neoplasm, unspecified)",No,"Malignant neoplasm, unspecified","Malignant (Malignant neoplasm, unspecified)","Malignant (Malignant neoplasm, unspecified)",No,,1346,C80.9,C80.9,No,Same As,C80.9,"Malignant neoplasm, unspecified",No,,,,,No,,
302,302,285,,C81,Neoplasms,Hodgkin lymphoma,Hodgkin lymphoma,,No,Hodgkin lymphoma,Hodgkin lymphoma,Hodgkin lymphoma,No,,1347,C81.-,C81.-,No,Same As,C81.9,"Hodgkin lymphoma, unspecified",Yes,Mapped to C81.9 rather than to category header,,,,Yes,Recommend retiring this code as it is a duplicate of #303 (C81.9),"JP: Confirm recommendation to retire this code due to duplication.

AK: Yes retire"
