concept_id,extra_icd10_block,extra_icd10_chapter,name
1967,Z20,Contact with Services,Immunization (against single viral diseases)
1968,Z20,Contact with Services,Immunization (against poliomyelitis)
1969,Z20,Contact with Services,Immunization (against yellow fever)
1970,Z20,Contact with Services,Immunization (against DTP + polio)
1971,Z20,Contact with Services,Immunization Not Carried Out
1972,Z20,Contact with Services,Isolation
1973,Z20,Contact with Services,Chemotherapy (other prophylactic chemotherapy)
1974,Z30,Contact with Services,Family Planning Service (General counselling and advice on contraception)
1975,Z30,Contact with Services,Family Planning Service (Insertion of (intrauterine) contraceptive device)
1976,Z30,Contact with Services,Sterilization
1977,Z30,Contact with Services,Contraceptive Drugs (Surveillance of contraceptive drugs)
1978,Z30,Contact with Services,Contraceptive Management (Other contraceptive management)
1979,Z30,Contact with Services,"Family Planning Service (Contraceptive management, unspecified)"
1980,Z30,Contact with Services,Artificial Insemination
1981,Z30,Contact with Services,In Vitro Fertilization
1982,Z30,Contact with Services,Counselling (Genetic counselling)
1983,Z30,Contact with Services,Pregnancy (Pregnancy examination and test)
1984,Z30,Contact with Services,"Pregnancy (Pregnancy, not (yet) confirmed)"
1985,Z30,Contact with Services,Pregnancy (Pregnancy confirmed)
1986,Z30,Contact with Services,"Pregnancy (Pregnant state, incidental)"
1987,Z30,Contact with Services,Antenatal Care (Supervision of normal pregnancy)
1988,Z30,Contact with Services,"Antenatal Care (Supervision of normal pregnancy, unspecified)"
1989,Z30,Contact with Services,Antenatal Care (Supervision of high-risk pregnancy)
1990,Z30,Contact with Services,ANC (Supervision of pregnancy with history of abortive outcome)
1991,Z30,Contact with Services,ANC (Supervision of pregnancy with other poor reproductive or obstetric history)
1992,Z30,Contact with Services,ANC (Supervision of pregnancy with history of insufficient antenatal care)
1993,Z30,Contact with Services,ANC (Supervision of pregnancy with grand multiparity)
1994,Z30,Contact with Services,ANC (Supervision of elderly primigravida)
1995,Z30,Contact with Services,Antenatal Care (Antenatal screening)
1996,Z30,Contact with Services,ANC (Antenatal screening for malformations using ultrasound and other physical methods)
1997,Z30,Contact with Services,ANC (Antenatal screening for isoimmunization)
1998,Z30,Contact with Services,Newborn (Single live birth)
1999,Z30,Contact with Services,Newborn (Single stillbirth)
2000,Z30,Contact with Services,"Newborn (Twins, both liveborn)"
2001,Z30,Contact with Services,"Newborn (Twins, one liveborn and one stillborn)"
2002,Z30,Contact with Services,"Newborn (Twins, both stillborn)"
2003,Z30,Contact with Services,"Multiple Births (Other multiple births, all liveborn)"
2004,Z30,Contact with Services,"Newborn (Outcome of delivery, unspecified)"
2005,Z30,Contact with Services,Postpartum Care (Postpartum Care And Examination)
2006,Z30,Contact with Services,Postpartum Care (Care and examination immediately after delivery)
2007,Z30,Contact with Services,Examination And Encounter (Care and examination of lactating mother)
2008,Z30,Contact with Services,Examination And Encounter (Routine postpartum follow-up)
2009,Z40,Contact with Services,Examination And Encounter (Prophylactic surgery)
2010,Z40,Contact with Services,Surgery (Other prophylactic surgery)
2011,Z40,Contact with Services,Examination And Encounter (Procedures for purposes other than remedying health state)
2012,Z40,Contact with Services,Plastic Surgery (Other plastic surgery for unacceptable cosmetic appearance)
2013,Z40,Contact with Services,Circumcision (Routine and ritual circumcision)
2014,Z40,Contact with Services,Examination And Encounter (Follow-up care involving plastic surgery)
2015,Z40,Contact with Services,Post-operative Care (Attention to artificial openings)
2016,Z40,Contact with Services,Post-operative Care (Attention to tracheostomy)
2017,Z40,Contact with Services,Post-operative Care (Attention to gastrostomy)
2018,Z40,Contact with Services,Post-operative Care (Attention to ileostomy)
2019,Z40,Contact with Services,Post-operative Care (Attention to colostomy)
2020,Z40,Contact with Services,Cystostomy (Attention to cystostomy)
2021,Z40,Contact with Services,Artificial Openings (Attention to other artificial openings of urinary tract)
2022,Z40,Contact with Services,Artificial Openings (Attention to unspecified artificial opening)
2023,Z40,Contact with Services,Fitting And Adjustment (Fitting and adjustment of other external prosthetic devices)
2024,Z40,Contact with Services,Fitting And Adjustment (Fitting and adjustment of other devices)
2025,Z40,Contact with Services,Fitting And Adjustment (Fitting and adjustment of spectacles and contact lenses)
2026,Z40,Contact with Services,Fitting And Adjustment (Fitting and adjustment of hearing aid)
2027,Z40,Contact with Services,Fitting And Adjustment (Fitting and adjustment of orthopaedic device)
2028,Z40,Contact with Services,"Fitting, Adjustment (Fitting and adjustment of unspecified device)"
2029,Z40,Contact with Services,Examination And Encounter (Other specified orthopaedic follow-up care)
2030,Z40,Contact with Services,Examination And Encounter (Other surgical follow-up care)
2031,Z40,Contact with Services,Post-operative Care (Attention to surgical dressings and sutures)
2032,Z40,Contact with Services,"Surgical follow-up care, unspecified"
2033,Z40,Contact with Services,Dialysis (Care involving dialysis)
2034,Z40,Contact with Services,Dialysis (Other dialysis)
2035,Z40,Contact with Services,Physical Therapy (Other physical therapy)
2036,Z40,Contact with Services,"Psychotherapy (Psychotherapy, not elsewhere classified)"
2037,Z40,Contact with Services,Psychotherapy (Speech therapy)
2038,Z40,Contact with Services,"Examination And Encounter (Care involving use of rehabilitation procedure, unspecified)"
2039,Z40,Contact with Services,Other medical care
2040,Z40,Contact with Services,Radiotherapy Session
2041,Z40,Contact with Services,Chemotherapy (Chemotherapy session for neoplasm)
2042,Z40,Contact with Services,Blood Transfusion (Blood transfusion (without reported diagnosis))
2043,Z40,Contact with Services,Post-operative Care (Palliative care)
2044,Z40,Contact with Services,Blood Donor
2045,Z55,Contact with Services,"Socioeconomic, psychosocial (Problems related to unwanted pregnancy)"
2046,Z70,Contact with Services,Counselling (Drug abuse counselling and surveillance)
2047,Z70,Contact with Services,Counselling (Human immunodeficiency virus [HIV] counselling)
2048,Z70,Contact with Services,Other specified counselling
2049,Z70,Contact with Services,Drug Use
2050,Z70,Contact with Services,reduced mobility (Need for assistance due to reduced mobility)
2051,Z70,Contact with Services,Encounter For Medical Or Nursing Care Or Supervision (Need for assistance with personal care)
2052,Z80,Contact with Services,"Allergy (Personal history of allergy to drugs, medicaments and biological substances)"
2053,Z80,Contact with Services,Surgical (Other postsurgical states)
2054,U00,"Codes, special purpose",Severe acute respiratory syndrome [SARS]
